id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
966,6924c4cd,Medium,Resolved,Hardware,Email not working,Email not working — Hardware ticket assigned to David.,5/18/2024,5/19/2024,David,2024-05-18T11:35:00
967,4441810e,Low,In Progress,Network,Login issue,Help David with Login issue (Network).,4/25/2024,4/30/2024,David,2024-04-25T15:45:00
968,da0792a4,High,In Progress,Security,Login issue,Frank to resolve Login issue in Security.,9/30/2024,10/1/2024,Frank,2024-09-30T03:45:00
969,74222d8c,High,Resolved,Network,VPN problem,VPN problem reported; Bob handling; High.,5/1/2024,5/5/2024,Bob,2024-05-01T01:05:00
970,71835b2b,Low,Open,Software,Login issue,Login issue (Software) — ticket 71835b2b.,9/13/2024,9/14/2024,Bob,2024-09-13T17:51:00
971,da2958b6,High,Open,Network,Email not working,High - Email not working. Assigned: Carol.,3/11/2024,,Carol,2024-03-11T03:29:00
972,8f34ae72,Low,Resolved,Software,Login issue,Low priority: Login issue (Software).,2/2/2024,,Eve,2024-02-02T18:32:00
973,a3d9a9ec,Medium,Resolved,Network,VPN problem,VPN problem; Network; assigned Frank.,8/20/2024,8/21/2024,Frank,2024-08-20T20:51:00
974,d4c348cd,Low,Open,Hardware,Computer slow,Carol to resolve Computer slow in Hardware.,1/13/2024,1/13/2024,Carol,2024-01-13T16:16:00
975,3f277251,Low,Open,Software,Software install request,Low priority: Software install request (Software).,4/22/2024,4/27/2024,Grace,2024-04-22T02:52:00
976,ad9f5c1b,Medium,Resolved,Network,Software install request,Medium priority: Software install request (Network).,10/21/2024,10/29/2024,Grace,2024-10-21T10:09:00
977,2463673a,Medium,In Progress,Security,Computer slow,Medium priority: Computer slow (Security).,5/20/2024,5/27/2024,Eve,2024-05-20T01:53:00
978,a8d805f7,Low,Open,Security,Computer slow,Computer slow (Security) — ticket a8d805f7.,2/20/2024,2/20/2024,Bob,2024-02-20T03:42:00
979,47be74fa,Critical,Open,Network,Software install request,Software install request (Network) — ticket 47be74fa.,2/14/2024,2/15/2024,David,2024-02-14T09:25:00
980,7e781082,Low,In Progress,Hardware,Login issue,Low - Login issue. Assigned: Frank.,5/14/2024,5/17/2024,Frank,2024-05-14T18:20:00
981,1e994f2b,Medium,In Progress,Security,Computer slow,Computer slow; Security; assigned Grace.,9/23/2024,10/3/2024,Grace,2024-09-23T01:38:00
982,936376a6,Critical,In Progress,Hardware,VPN problem,Help David with VPN problem (Hardware).,1/15/2024,1/25/2024,David,2024-01-15T10:04:00
983,1d59b2fb,Low,Resolved,Security,VPN problem,VPN problem; Security; assigned Carol.,9/18/2024,9/25/2024,Carol,2024-09-18T02:14:00
984,8feed2fd,Medium,In Progress,Network,Login issue,Alice to resolve Login issue in Network.,5/16/2024,,Alice,2024-05-16T08:36:00
985,a739b3f6,Medium,Resolved,Access,Software install request,Software install request; Access; assigned David.,1/2/2024,1/8/2024,David,2024-01-02T22:12:00
986,6446b138,High,In Progress,Hardware,Computer slow,Help Frank with Computer slow (Hardware).,9/26/2024,10/6/2024,Frank,2024-09-26T09:30:00
987,45b92b44,Medium,Open,Network,Login issue,Network issue: Login issue — see ticket 45b92b44.,9/15/2024,9/24/2024,Bob,2024-09-15T19:48:00
988,cfe06644,Medium,In Progress,Network,Software install request,Software install request; Network; assigned Grace.,5/15/2024,,Grace,2024-05-15T15:59:00
989,d582ea11,High,In Progress,Security,VPN problem,VPN problem reported; Eve handling; High.,7/31/2024,8/2/2024,Eve,2024-07-31T16:35:00
990,2cedd1e8,High,Closed,Software,VPN problem,VPN problem reported; David handling; High.,10/12/2024,10/22/2024,David,2024-10-12T20:02:00
991,420dcb7a,Critical,Open,Security,Login issue,Grace to resolve Login issue in Security.,6/29/2024,,Grace,2024-06-29T03:21:00
992,890d70c7,Critical,Open,Security,Login issue,Login issue reported; Carol handling; Critical.,3/10/2024,3/13/2024,Carol,2024-03-10T07:54:00
993,fa631f24,Critical,Resolved,Security,Software install request,Software install request — Security ticket assigned to David.,3/13/2024,,David,2024-03-13T06:00:00
994,4ffef384,Medium,In Progress,Software,Email not working,Medium - Email not working. Assigned: Alice.,7/9/2024,7/15/2024,Alice,2024-07-09T07:39:00
995,c3ac6aa6,Low,Resolved,Security,Software install request,Software install request reported; Frank handling; Low.,10/26/2024,10/26/2024,Frank,2024-10-26T01:42:00
996,b19a1a7a,Critical,In Progress,Software,Software install request,Critical priority: Software install request (Software).,6/2/2024,,Bob,2024-06-02T01:28:00
997,4f152c10,Low,Closed,Security,Software install request,David to resolve Software install request in Security.,5/5/2024,5/8/2024,David,2024-05-05T23:22:00
998,43b28eb1,Low,Closed,Software,VPN problem,VPN problem — Software ticket assigned to Frank.,1/6/2024,1/9/2024,Frank,2024-01-06T08:18:00
999,f1006093,Low,Open,Security,Email not working,Email not working (Security) — ticket f1006093.,8/19/2024,8/28/2024,David,2024-08-19T17:35:00
1000,3786bb5c,High,In Progress,Hardware,Email not working,Help David with Email not working (Hardware).,3/9/2024,3/18/2024,David,2024-03-09T03:20:00
